Title,Content,Date,Rating
Une catastrophe lidl Saint dié des…,"Une catastrophe lidl Saint dié des Vosges rue d'Alsace, je rentre à 14h30 dans le magasin étant en vacances dans les Vosges je veux acheter du pain malheureusement c'était vide. Je demande à l'employé pourquoi il n'y a rien en rayon elle me répond très vulgairement et très impolie qu'elle n'a pas eu le temps d'en faire.  Je lui dis que lidl alors ne devrait pas s'engager à faire des pubs et à noter pain toute la journée car dans certains lidls très mal tenus il n'y en a jamais quelque soit l'heure. Par contre de temps en temps par chance il y en a des bien tenus. Il faudrait que lidl s'engage à former du personnel qui a envie de travailler et faire des sondages auprès des clients car sinon ils risquent de péricliter et se faire prendre la place par Aldi où certains magasins sont refait à neuf et bien achalandés. D'autres enseignes sont maintenant plus attrayantes. Alors pitié surveiller un peu vos magasins pour que les rayons soient remplis comme par exemple le gruyère rapé qui manquait et bien d'autres choses. Le Covid n'y est pour rien mais par contre les employés vous bousculent sans s'excuser et font n'importe quoi aucune règle n'est respectée selon les lois françaises. Le gel hydroalcoolique était vide le personnel pourrait prendre 2 mn pour en remettre. Enfin ce lidl est à fuir, il ne faut pas perdre son temps.",2020-10-17,medium
"Cher ""Lidl""- avis ""deux étoiles"". ( Voir mes expériences dans le commentaire écrit).","Cher ""Lidl""- avis ""deux étoiles"". ( Voir mes expériences dans le commentaire)Cher ""Lidl"" ( Deux (**) ! Pas plus !??...😒 Pourquoi ?? Malheureusement, je n'achèterai rien ""ELECTRO"" de la chaîne de magasins ""Lidl"", car bien qu'il soit dit que la garantie de l'objet acheté est de 2-3 ans, si vous avez la malchance de le casser, disons, après un mois et un jour, il vous regarde pour aller le réparer. Vous devez courir dans Je ne sais pas dans quelle autre localité REMOTE, chercher le vrai réparateur, gratuitement, mais est-ce que la DISTANCE n'a pas d'importance pour Lidl?!?  Vous êtes donc généralement blessé et achetez un autre article.(J'en ai assez qui est tombé en panne en deux ou trois mois et j'ai dû en acheter d'autres pareils mais ailleurs.)Donc, ces cas, je préfère acheter chez ""Electro Depot"" le même type de produits de bonne qualité avec des prix,( parfois encore plus petit), ET ... qui RESPECTE VRAIMENT la garantie des produits vendus à travers sa chaîne de magasins et implicitement ses clients. C'est ça qui vont manque.Il faut réfléchir ! Car vous pouvez le faire !",2020-10-17,medium
J’ai mis une étoile parce qu’on ne peut…,J’ai mis une étoile parce qu’on ne peut pas ne pas en mettre mais ça ne vaut même pas cette étoile Nous allons chez Lidl parce que leur pain est excellent mais dans leur rayon aucun pain à 13:00 mais toute leur production est sur des chariots à attendre d’être proposée aux clients. Quand vous allez les voir pour leur demander de mettre le pain en libre service ils répondent : on ira quand on aura le temps 😳. Donc le pain est prêt et il sèche en attendant que les employés aient le temps Voilà la notion de service dans ce magasin. Pathétique,2020-10-17,medium
Lidl : ouvrez bien les emballages avant d'acheter !,"voici la réponse du SAV de Lidl suite à mes demandes répétées concernant l'achat de ma suspension Led incomplète : ""Dans le cadre d'une demande de duplicata de ticket de caisse pour la garantie d'un article, nous vous invitons à revenir vers nous uniquement en cas de panne de votre article"".En cas de pièce manquante vous l'avez donc dans le baba... Mon conseil : ouvrez bien les emballages avant d'acheter chez Lidl ! dorénavant c'est ce que je ferai.",2020-10-17,medium
Bonjour j'ai acheté une perceuse sans…,Bonjour j'ai acheté une perceuse sans fil mais depuis peut lidl vend celle ci seule il faut prendre la batterie et le chargeur seul!!!!mais 3 mois après l'achat elle grille je suis la procédure et me Demande de la déposer dans un lidl pour remboursement et que fait on du chargeur de la batterie perceuse plus disponible c'est ça la référence allemande?????cordialement,2020-10-17,medium
Marseille,C’est la honte-moi des magasins,2020-10-16,medium
"J aurais aimé mettre zéro,","J aurais aimé mettre zéro,Mais pas la possibilité ! Lol...Magasin nul, j y vais qd j ai pas envie d attendre 3h a Leclerc en caisses de sortieIl n y a jamais de choix, il est mal tenu, le personnel court et n a pas le temps de vous renseigner, il manque des prix partout et aucune borne pour y pallier...ça coûte pas cher une borne pourtant, moins que du personnel aimable...ET LE PIRE EST LES CATALOGUES JAMAIS PRESENTS, MEME 3 ou 4 JOURS APRES LA DATE DE SORTIE!!!si vous réclamez c est la faute du Covid...pfffffA éviter a tout prix",2020-10-16,medium
Stratégie commerciale borderline😠…,"Cliente depuis l'ouverture des 1ers lidl en France j'espace mes visites depuis 2 ans et à chaque fois que j'y reviens je constate la supériorité des prix sur les autres enseignes mais tout est fait pour noyer le client avec des lots, des réductions sur le 2nd, qlqs produits chers présentés à côté d'autres peu chers.... MEFIANCE sur les-30% car ils mettent toujours 2 nouveaux prix dont 1 écrit en + gros et qui est le- cher des 2 mais évidemment à la caisse on vous applique le + cher qui correspond en effet à un rabais de 30%..Lidl joue sur la psychologie de l'acheteur c'est de la manipulation😠une stratégie commerciale borderline😱Il faut bien payer les pub...",2020-10-15,medium
LAMENTABLE !,"Bonjour.Cet avis concerne le LIDL situé à CONFLANS SAINT HONORINE 78570.Aujourd'hui panne des présentoirs frigorifiques.La trancheuse à pain su rayons boulangerie est en panne depuis plus d'un an. Le responsable du magasin attend depuis un an une nouvelle trancheuse.Dans ce magasin tout part en ""cacahuète""un client en colère.",2020-10-15,medium
Pas contente du tout de la façon ou…,Pas contente du tout de la façon ou vous rangez vos articles. J attend qu on.me rappelle suis a un rayon tombe hier. Apparemment  tout le monde s en fou.,2020-10-14,medium
Je ne vais que très rarement dans ce…,"Je ne vais que très rarement dans ce magasin qui est une véritable catastrophe en terme d'organisation, rendant les courses très compliqués. Les cartons en plein milieu des rayons interdisant complètement la circulation, pas les objets en rayon, il faudra revenir l'après_midi. Alors la semaine dernière....aucun prix sur l'ensemble du rayon légumes . Y A T IL UN PILOTE DANS CE MAGASIN ??",2020-10-12,medium
Déçu depuis quelques temps ...,C est bien la première fois que je suis mécontent  de la marchandise de Lidl.Depuis quelques temps les fruits ne sont plus de qualité : fruits insipides et sans goût ou bien pateux.Fruits en barquette souvent pourris en dessous des autres.Etre concurrentiel avec les autres supermarchés en baissant la qualité des aliments n est pas respectueux du client .J espère que vous apporterez une amélioration sinon vous perdrez un client fidèle et régulier dans ses achats.Je me sers au Lidl Garros.,2020-10-12,medium
de pire en pire depuis quelque temps,"Que se passa-t-il chez Lidl de samoreau 77210. Les rayons sont vides(légumes,eau,lait), les allées sont encombrées de cartons vides au milieu des allées. L’accueil se dégrade de jour en jour. Les carte bleues ne sont plus annoncées pas la sono et on nous annonce que la caisse ne prends pas  de liquide et qu’il faut refaire la queue. Il y a-t-il un problème de management qui est incompétent ou un manque de personnel mal formé ou no motivé par le travail.",2020-10-12,medium
"Panne avec appareil ""Monsieur cuisine""…","Panne avec appareil ""Monsieur cuisine"" Depuis mi décembre 2019. Appareil retourné à cette date. Depuis malgré des appels, des mails, lettre recommandée, demande d'intervention du Médiateur, aucune nouvelle, ne serait ce que sur l'avancement du recours. N'achetez surtout pas du matériel de valeur.",2020-10-11,medium
Un SAV purement INEXISTANT et INDIGNE…,"Je suis stupéfait par l'inconsistance du SAV de Lidl !Je n'arrive même pas à imaginer que cette enseigne a pu obtenir le trophée de meilleure chaîne de magasins en France il y a quelques années... il est vrai que de l'eau a coulé sous les ponts depuis... les inondations ont emporté son pseudo SAV !Concernant mon aventure avec le SAV, des mois de sont écoulés depuis mon dernier signalement pour un pied de parasol défectueux sans avoir aucune nouvelle sur mon dossier... pourtant pas trop compliqué en l'occurrence, j'ose à peine imaginer le stress avec des appareils de grande valeur !Lorsque le client appelle le service pour prendre des nouvelles, on lui demande de ne pas s'inquiéter, que le traitement sera rapide... avant que des mois s'écoulent encore et encore sans aucunes nouvelles.Je dois avouer que c'est la première fois que je constate ce manque de réactivité et même de réaction chez un service après-vente.J'avais même déjà ouvert un dossier auparavant auprès du SAV Lidl pour une friteuse dont l'afficheur digital n'a jamais fonctionné correctement... sans avoir jamais eu aucune nouvelle pour mon dossier... cela est très surprenant de la part d'un professionnel.Ce qui me surprend énormément, c'est que Lidl met beaucoup en avant sa ""Garantie 3 ans"" pour de nombreux produits mais c'est définitivement un argument marketing puisque le SAV est fantomatique, on peut même dire pitoyable pour une enseigne de ce type.Ont-ils juridiquement le droit d'afficher en gras, en long, en large et en travers une garantie de 3 ans... qui s'avère parfaitement inexistante ???",2020-10-10,medium
Depuis 1 mois j'ai constaté que le…,"Depuis 1 mois j'ai constaté que le blanc de poulet fumé n'a plus du tout le même goût qu'avant, en effet il est caoutchouté, pas de goût il en est de même pour les chips super Spicy plus de goût, alors pourquoi ces changements avec le même emballage, pour moi c'est de l'escroquerie, vous avez changer quoi et pourquoi ?",2020-10-10,medium
Bonjour,"Bonjour, pourquoi le gel pour les mains n'est plus accessible à l'entrée du magasin et à l'intérieur? Les récipients sont cassés et le gel est entrain de sécher .Il s'agit du Lidl BD de Strasbourg à MontpellierMerci d'y remédier",2020-10-10,medium
Acheté en juin un programmateur de…,"Acheté en juin un programmateur de jardin testé ok puis installé. Suis parti 3 mois. Au retour plus de pile, changement de piles, appareil HS et 40m3 d'eau dépensés au compteur. Contact le SAV via le formulaire et tous les justificatifs. Accusé de réception avec:"" on vous contacte sous 48h"". Toujours rien une semaine plus tard. J'achète beaucoup d'outillage parkside inconscient que derrière, le SAV n'existe pas. Alors mefiance à l'avenir",2020-10-09,medium
Jeux Lidl,"Jeux LidlJe reçois un appel téléphonique, on me dit que mon n° de téléphone a été tiré au sort et que j'ai gagné 1000€ soit par chèque soit par bons d'achat. À partir de là il y a tout un protocole à suivre, on me fait appeler un 1er n° de téléphone, on me met en attente on me dit que le numéro que l'on m'a donné est bien validé qu'il faut que j'appelle un second n° pour confirmer les modalités. Au total j'attends 1/2 heure, pendant ce temps là, la facture téléphonique tourne, la personne que j'ai au téléphone me dit, je ne vais pas dormir ici pour vous j'ai autre chose a faire je vous rappelle demain, on convient d'une heure et d'un n° de téléphone. Au final je suis rappelée 2 jours après et je me fais engueuler par la personne qui a déjà été désagréable 2 jours avant, parce que je ne les ai pas rappelé la veille. Elle me donne un n° de téléphone à rappeler je le fais mais comme je suis de nouveau mise en attente je raccroche, elle me rappelle et me dit on a été coupé. Je lui dis que je ne vais pas attendre encore 1/2 heure, elle me répond sur un ton plusqu'impoli vous pouvez bien attendre 5 minutes et me raccroche au nez. Non seulement c'est une arnaque pour nous faire payer une note de téléphone exorbitante mais en plus c'est une honte d'avoir un tel personnel. Très déçu de l'enseigne Lidl, plus envie de mettre les pieds dans leurs magasins.",2020-10-09,medium
Impolitesse,"Je suis allée à LDL Ambarès ou d habitude je n ai rien à dire sur l accueil.Mais aujourd’hui le monsieur se trouvant à la première caisse près à débaucher (caisse carte bleue) pas de bonjour , pas de s il vous plait rien...,transparente ignorer complètement.A la remise du ticket il regardé sa collègue avec qui il discutait tout en me tendant le ticket...Honteux,vis à vis des clients son attitude",2020-10-09,medium
Avons été convaincus par les avis…,"Avons été convaincus par les avis enthousiastes des heureux gagnants du robot culinaire et avons joué et gagné contre 1.50 de frais d envoi15 jours après toujours pas de robot et débit de 39 euros,donc procédure de blocage bancaire à fairegrosse arnaque lidle!Site de paiement sécurisé soi disant en plusMerci lidle, je suis un client perdu",2020-10-09,medium
Je suis présenté à Lidl Pontarlier qui…,Je suis présenté à Lidl Pontarlier qui veulent pas accepter un billet de 200 € moi je travaille j'ai gagné cet argent ils veulent que c'est moi qui aie faire de la monnaie le client n'a pas le temps d'aller faire de la monnaie il veut faire ses courses c'est à Lidl de faire un système de contrôle de billets,2020-10-08,medium
